film_id,title,release_year,release_season,genre,mpaa_rating,studio,is_franchise,sequel_number,production_budget,marketing_budget,total_cost,domestic_gross,international_gross,total_gross,streaming_revenue,ancillary_revenue,total_revenue,director_avg_roi,lead_actor_avg_gross,trailer_views_24hr,social_buzz_score,pre_release_tracking,rotten_tomatoes_score,roi
1281,Film_0281,2011,Summer,Sci-Fi,PG,Lionsgate,0,0,107707297,44409444,152116741,289738575,423226605,712965180,281514947,47488818,1041968945,3.54,241889330,2231041,80.7,74.2,28.7,5.8498
1282,Film_0282,2012,Holiday,Sci-Fi,G,Netflix,1,1,164214661,129501852,293716513,612897972,907760190,1520658162,529979480,85020883,2135658525,2.36,98657568,25011341,37.6,49.5,71.4,6.2712
1283,Film_0283,2012,Spring,Animation,R,Netflix,0,0,97581216,47648732,145229947,120748368,253399549,374147916,140934916,44550777,559633609,2.14,343534184,6613100,33.7,59.8,88.1,2.8534
1284,Film_0284,2018,Fall,Thriller,PG,Sony,0,0,66541430,46153928,112695358,72495627,75934496,148430122,61020393,18238889,227689404,1.94,52020459,16968585,87.6,36.2,35.8,1.0204
1285,Film_0285,2018,Fall,Comedy,PG,Netflix,1,5,57940830,40850519,98791349,103538818,69169057,172707875,56920515,9446654,239075044,3.36,155315372,16574092,54.6,88.4,17.3,1.42
1286,Film_0286,2022,Summer,Horror,PG-13,Sony,0,0,6375093,4919678,11294771,15165418,9114666,24280083,9983868,3467322,37731273,3.63,278546077,20867727,30.7,90.8,36.6,2.3406
1287,Film_0287,2013,Summer,Action,PG,Netflix,1,3,298870123,123200177,422070300,421563040,931099961,1352663001,498325606,79961407,1930950014,3.49,124165738,2917209,87.3,93.7,69.8,3.5749
1288,Film_0288,2003,Holiday,Drama,PG-13,Universal,0,0,1073315,803719,1877035,904083,469287,1373370,388911,107933,1870215,2.86,334516574,17804141,83.7,86.5,39.3,-0.0036
1289,Film_0289,2012,Fall,Action,R,Disney,0,0,133392387,81488139,214880526,139709894,230767104,370476998,94448232,43434346,508359575,0.98,301149774,24034666,96.7,41.3,34.8,1.3658
1290,Film_0290,2007,Summer,Romance,G,Netflix,0,0,2133784,1393398,3527182,2312730,1509708,3822439,1232930,256055,5311424,1.47,319828681,3425609,91.0,33.0,26.4,0.5059
1291,Film_0291,2022,Spring,Action,G,Disney,1,4,72191849,47486940,119678788,104497390,179186906,283684296,101938906,15756277,401379478,0.66,65260484,29573829,86.4,67.7,54.3,2.3538
1292,Film_0292,2020,Spring,Horror,R,Disney,1,5,8071452,5875364,13946816,13003568,11730593,24734161,10337991,2055771,37127923,3.76,73407909,9645155,24.1,89.3,34.6,1.6621
1293,Film_0293,2022,Summer,Action,G,Paramount,1,1,208740011,111334184,320074195,576851096,1361057685,1937908781,533888319,245333743,2717130843,2.81,128860020,15541716,28.1,41.5,75.1,7.4891
1294,Film_0294,2018,Summer,Comedy,R,Netflix,0,0,35544560,24640217,60184777,61811402,60707066,122518468,50237628,11194251,183950348,3.11,216869323,17883968,64.4,30.5,16.8,2.0564
1295,Film_0295,2011,Fall,Comedy,R,Warner Bros,1,1,84208133,51487483,135695616,143815650,162284527,306100176,129358488,35292521,470751186,1.59,304246109,18616678,61.5,82.4,69.1,2.4692
1296,Film_0296,2017,Fall,Sci-Fi,R,Paramount,0,0,152369463,109303393,261672857,141545487,315113127,456658614,127927201,49301736,633887552,3.46,337881738,24104791,55.7,35.0,31.1,1.4224
1297,Film_0297,2005,Holiday,Animation,G,Warner Bros,0,0,155672278,123949134,279621413,389765336,678613986,1068379322,449059983,55792743,1573232048,1.41,287647420,11099528,50.9,56.9,53.5,4.6263
1298,Film_0298,2017,Fall,Thriller,PG-13,Disney,1,2,75722153,36366352,112088505,129514858,145978648,275493506,123501180,41008310,440002996,0.51,372866815,8187268,53.6,74.1,35.5,2.9255
1299,Film_0299,2018,Spring,Drama,R,Disney,0,0,9792111,7812729,17604840,5485407,5791222,11276629,4458416,610548,16345593,1.82,300722534,23394898,64.4,45.4,74.3,-0.0715
1300,Film_0300,2021,Spring,Romance,PG,Paramount,0,0,28414794,12386715,40801509,35764175,21845214,57609389,23444368,8455922,89509679,2.5,136381797,7704425,20.2,35.5,94.1,1.1938
